id,titulo,autor,siglo,texto_limpio,tokens_utiles
563,Soneto,Manuel Salinas y Lizana,15-17,este es aquel vesubio celebrado cuyas vides con pampanos frondosos lagos de nectar vinos generosos llenaron de su fruto sazonado centro de baco mas que nise amado entre coros de satiros gozosos donde en soberbios templos majestuosos venus y alcides tanto se han honrado ya en esteriles llamas con espanto a pavesas lo admira reducido de su poder pesando al jove ahora y aun el cielo de ver destrozo tanto encapotado triste y afligido si el llover es llorar de pena llora,este aquel vesubio celebrado cuyas vides pampanos frondosos lagos nectar vinos generosos llenaron fruto sazonado centro baco nise amado entre coros satiros gozosos donde soberbios templos majestuosos venus alcides tanto han honrado ya esteriles llamas espanto pavesas admira reducido poder pesando jove ahora aun cielo ver destrozo tanto encapotado triste afligido si llover llorar pena llora
564,Al mar en metáfora de un caballo,Francisco de la Torre Sevil,15-17,espumoso caballo en quien procura ser senal como estrella el norte frio carreras se lo imponen a tu brio y pasos se le miden a tu altura formidable relincho es tu voz dura tienes con extendido senorio una torcida crin en cada rio y en cada fuerte puerto una herradura haces mil caracoles de contino paras fiel a la calma que te enfrena y pisas lo que abate tu camino picate espuela el aire que te llena el hombre te invento silla de pino y dios te senalo freno de arena,espumoso caballo quien procura ser senal como estrella norte frio carreras imponen tu brio pasos le miden tu altura formidable relincho tu voz dura tienes extendido senorio torcida crin cada rio cada fuerte puerto herradura haces mil caracoles contino paras fiel calma te enfrena pisas abate tu camino picate espuela aire te llena hombre te invento silla pino dios te senalo freno arena
565,Soneto,Marqués del Aula,15-17,tu que das vista sol hermoso a cuanto ciega la fea noche tu que mojas las rubias trenzas en las aguas rojas del caudaloso y siempre ilustre xanto tu que en la vida quitas con espanto de niobe arrogante si te enojas y a las cavernas del infierno arrojas al sacrilego ticio atado al llanto al fiero aquiles el vivir quitaste porque ofendio tus muros y en la arena vertiendo el alma diste al mundo ejemplo tu en este libro un templo levantaste advierte que merece mayor pena quien profanare tu divino templo,tu das vista sol hermoso cuanto ciega fea noche tu mojas rubias trenzas aguas rojas caudaloso siempre ilustre xanto tu vida quitas espanto niobe arrogante si te enojas cavernas infierno arrojas sacrilego ticio atado llanto fiero aquiles vivir quitaste porque ofendio tus muros arena vertiendo alma diste mundo ejemplo tu este libro templo levantaste advierte merece mayor pena quien profanare tu divino templo
566,Soneto,Rodrigo de Narváez Rojas,15-17,honro las verdes selvas de honor santo un tiempo de espinosa el tierno acento dio al monte de esmeraldas ornamento y al rio margen de florido acanto su voz en gloria ajena puede tanto que ilustra ahora la region del viento el cual lleva con blando movimiento al rio al monte y selva el nuevo canto y en agradecimiento y porque vuelva otra vez a ilustrarles su horizonte a oir la voz que hiere el aire frio con alas de laurel vino la selva con plantas de esmeraldas vino el monte con riendas de cristal se paro el rio,honro verdes selvas honor santo tiempo espinosa tierno acento dio monte esmeraldas ornamento rio margen florido acanto voz gloria ajena puede tanto ilustra ahora region viento cual lleva blando movimiento rio monte selva nuevo canto agradecimiento porque vuelva otra vez ilustrarles horizonte oir voz hiere aire frio alas laurel vino selva plantas esmeraldas vino monte riendas cristal paro rio
567,Soneto,Diego de Mendoza de Barros,15-17,pedis reina un soneto ya le hago ya el primer verso y el segundo es hecho si el tercero me sale de provecho con otro verso en un cuarteto os pago ya llego el quinto espana santiago fuera que entro en el sexto sus buen pecho si del septimo salgo gran derecho tengo a salir con vida de este trago ya tenemos a un cabo los cuartetos que me decis senora no ando bravo mas sabe dios si temo los tercetos y si con bien este soneto acabo nunca en toda mi vida mas sonetos ya de este gloria a dios he visto el cabo,pedis reina soneto ya le hago ya primer verso segundo hecho si tercero me sale provecho otro verso cuarteto os pago ya llego quinto espana santiago fuera entro sexto buen pecho si septimo salgo gran derecho tengo salir vida este trago ya tenemos cabo cuartetos me decis senora no ando bravo sabe dios si temo tercetos si bien este soneto acabo nunca toda mi vida sonetos ya este gloria dios he visto cabo
568,"¿Será verdad, permitarálo el cielo",Gabriel López Maldonado,15-17,sera verdad permitaralo el cielo que los serenos y hermosos ojos que dieron dulce fin a mis enojos den amargo principio al desconsuelo sera verdad que irresoluble yelo venga a entibiar del fuego los despojos con que amor desterro cuantos antojos hicieron dura guerra a mi consuelo sera verdad que el sol resplandeciente cuya luz alumbraba el alma mia en tinieblas la deje sepultada verdad sera mas no que eternamente por mas que se a de vos menospreciada deje de ser mi fe cual ser solia,sera verdad permitaralo cielo serenos hermosos ojos dieron dulce fin mis enojos den amargo principio desconsuelo sera verdad irresoluble yelo venga entibiar fuego despojos amor desterro cuantos antojos hicieron dura guerra mi consuelo sera verdad sol resplandeciente cuya luz alumbraba alma mia tinieblas deje sepultada verdad sera no eternamente vos menospreciada deje ser mi fe cual ser solia
569,A la elección de Vicente de Lemos,Pedro de Noroña de Andrade,15-17,de eternidad al templo destinaba gracian el vuelo y luces revestido si mariposa en ellos escondido fenix ya de si mismo se engendraba agora que su fama numeraba en sacros bronces siglo repetido por industria de lemos renacido a nuevas perfecciones anhelaba formo gracian el heroe en la alta idea de su fecundo ingenio en breve suma el ejemplar no pudo inimitado pero lemos de nuevo hace que vea el mundo unido a tan valiente pluma lamier viviente de heroes dechado,eternidad templo destinaba gracian vuelo luces revestido si mariposa ellos escondido fenix ya si mismo engendraba agora fama numeraba sacros bronces siglo repetido industria lemos renacido nuevas perfecciones anhelaba formo gracian heroe alta idea fecundo ingenio breve suma ejemplar no pudo inimitado lemos nuevo hace vea mundo unido tan valiente pluma lamier viviente heroes dechado
570,Soneto,Sebastián Covarrubias y Orozco,15-17,la triste muerte y el amor salieron tirando un dia con sus flechas duras y entre unos altos muros y espesuras la noche les tomo y alli estuvieron y sus aljabas juntas las pusieron sus cuerpos recostando en las verduras levantanse despues y estando a escuras toman las flechas y de alli partieron toma el amor las negras de la muerte la muerte las doradas del mozuelo y por mi mal ay triste desdichado quien nunca vido tan terrible suerte que llamo yo a la muerte por consuelo y ella me tire y doble mi cuidado,triste muerte amor salieron tirando dia flechas duras entre altos muros espesuras noche les tomo alli estuvieron aljabas juntas pusieron cuerpos recostando verduras levantanse despues estando escuras toman flechas alli partieron toma amor negras muerte muerte doradas mozuelo mi mal ay triste desdichado quien nunca vido tan terrible suerte llamo yo muerte consuelo ella me tire doble mi cuidado
571,Soneto,Luis de Camoens,15-17,ondas que por el mundo caminando contino vais llevadas por el viento llevad envuelto en vos mi pensamiento do esta la que do esta lo esta causando decidle que os estoy acrescentando decidle que de vida no hay momento decidle que no muere ni tormento decidle que no vivo ya esperando decidle cuan perdido me hallastes decidle cuan ganado me perdistes decidle cuan sin vida me matastes decidle cuan llagado me feristes decidle cuan sin mi que me dejastes decidle cuan con ella que me vistes,ondas mundo caminando contino vais llevadas viento llevad envuelto vos mi pensamiento do esta do esta esta causando decidle os estoy acrescentando decidle vida no hay momento decidle no muere ni tormento decidle no vivo ya esperando decidle cuan perdido me hallastes decidle cuan ganado me perdistes decidle cuan vida me matastes decidle cuan llagado me feristes decidle cuan mi me dejastes decidle cuan ella me vistes
572,- IV -,Francisco de Figueroa,15-17,dexa phili gozar un poco al prado de su preciado honor dexa las flores esmaltadas de perlas las colores vivas mostrar que flora hoy les ha dado dexa vivir en libre alegre estado las nimphas deste valle y los pastores del monte sin envidio y sin ardores y mira cual esta thirse parado que dispuesto a morir dice tendido sobre la hierba de aquel verde llano ya ves el fin de tu deseo cumplido ah por quien tantas lagrimas en vano tantos suspiros hasta aqui he esparcido y agora esparcira sangre esta mano,dexa phili gozar poco prado preciado honor dexa flores esmaltadas perlas colores vivas mostrar flora hoy les ha dado dexa vivir libre alegre estado nimphas deste valle pastores monte envidio ardores mira cual esta thirse parado dispuesto morir dice tendido hierba aquel verde llano ya ves fin tu deseo cumplido ah quien tantas lagrimas vano tantos suspiros hasta aqui he esparcido agora esparcira sangre esta mano
573,"De su comedia Celos, amor y venganza",Luis Vélez de Guevara,15-17,amargas quejas forma dulcemente celoso el ruisenor de enamorado y la tortola viuda el desagrado cristal enturbia de la clara fuente el mudo pez a la veloz corriente sale de amor desde su escollo helado y el mas robusto toro no domado brama de amor y sus pasiones siente abraza el tronco la amorosa yedra con las que aun el tiempo no desata y todo al fin amando vive y crece y nise sola como helada piedra bella a mis ojos y a mi amor ingrata al paso que la adoro me aborrece,amargas quejas forma dulcemente celoso ruisenor enamorado tortola viuda desagrado cristal enturbia clara fuente mudo pez veloz corriente sale amor escollo helado robusto toro no domado brama amor pasiones siente abraza tronco amorosa yedra aun tiempo no desata todo fin amando vive crece nise sola como helada piedra bella mis ojos mi amor ingrata paso adoro me aborrece
574,Al único sucesor del Fénix de España don Juan Pérez de Montalbán,Juan Miguel Ibáñez,15-17,miente el fatal destino en ti o montano pues tu ser de tu ser se inmortaliza que si en veneno clotos se desliza la envidia ha de cortar el hilo en vano y aunque parezca en mi medio inhumano ya te admito gozoso en tu ceniza que mucho si el primer sol te eterniza que aguila pases mas alla de humano felice si envidiada fue tu suerte pues borraste a la envidia una esperanza moriste no que el hado menos fuerte otra vida en ti mismo te afianza dichoso tu otra vez que aun de la muerte torcer pudiste la fatal balanza,miente fatal destino ti montano pues tu ser tu ser inmortaliza si veneno clotos desliza envidia ha cortar hilo vano parezca mi medio inhumano ya te admito gozoso tu ceniza mucho si primer sol te eterniza aguila pases alla humano felice si envidiada tu suerte pues borraste envidia esperanza moriste no hado fuerte otra vida ti mismo te afianza dichoso tu otra vez aun muerte torcer pudiste fatal balanza
575,- XVI -,Marqués de Santillana,15-17,amor debdo e voluntad buena doler me fazen de vuestra dolor e non poco me pena vuestra pena e me atormenta la vuestra largor cierto bien siento que no fue terrena aquella flamma nin la su furor que vos inflamma e vos encadena infima carcel mas celeste amor pues que dire remedio es olvidar mas animo gentil atarde olvida e yo conozco ser bueno apartar pero desseo consume la vida assi diria sirviendo esperar ser qualque alivio de la tal ferida,amor debdo e voluntad buena doler me fazen vuestra dolor e non poco me pena vuestra pena e me atormenta vuestra largor cierto bien siento no terrena aquella flamma nin furor vos inflamma e vos encadena infima carcel celeste amor pues dire remedio olvidar animo gentil atarde olvida e yo conozco ser bueno apartar desseo consume vida assi diria sirviendo esperar ser qualque alivio tal ferida
576,A San Isidro,Antonio de Silva,15-17,los campos de madrid isidro santo no cura de surcar con el arado que este oficio a los angeles ha dado porque el con ruegos los cultive en tanto el exceso de amor en dios es tanto que con el su atributo a conmutado pues si de arar el cielo hace cuidado isidro es cielo en fecundar con llanto pues estos campos para mas consuelo orando riega isidro dios los ara dejad valle de lagrimas el luto que exhalo dios las suyas hasta el cielo y alla de los trabajos nos prepara sembrando aqui sus lagrimas el fruto,campos madrid isidro santo no cura surcar arado este oficio angeles ha dado porque ruegos cultive tanto exceso amor dios tanto atributo conmutado pues si arar cielo hace cuidado isidro cielo fecundar llanto pues estos campos consuelo orando riega isidro dios ara dejad valle lagrimas luto exhalo dios suyas hasta cielo alla trabajos nos prepara sembrando aqui lagrimas fruto
577,Soneto,Pedro del Castillo ,15-17,del cielo augusto del materno seno salio felipe quinto a luz el dia mejor que ha visto espana ni podia sino es el sumo bien darle tan bueno mas ay que cuando le celebra lleno de gozo de contento y de alegria el oriente del sol que amanecia tino su aurora de mortal veneno apenas rompio el alba el sol hispano dicha fue la mayor que se esperaba cuando a la reina dio mortal dolencia intercadencias tiene el bien humano templole el mal mas no perseveraba que el mal en tanto bien era violencia,cielo augusto materno seno salio felipe quinto luz dia mejor ha visto espana ni podia sino sumo bien darle tan bueno ay cuando le celebra lleno gozo contento alegria oriente sol amanecia tino aurora mortal veneno apenas rompio alba sol hispano dicha mayor esperaba cuando reina dio mortal dolencia intercadencias tiene bien humano templole mal no perseveraba mal tanto bien era violencia
578,- XXII -,Marqués de Santillana,15-17,non es a non de limitar el ano el mes nin la semana nin el dia la hora el punto sea tal engano lexos de nos e fuyga toda via cuando menos dudamos nuestro dano la grand baylessa de nuestra baylia corta la tela del humanal pano non suenan trompas nin nos desafia pues non sirvamos a quien non debemos nin es servida con mil servidores naturaleza si bien lo entendemos de poca es farta nin procura honores jove se sirva e a ceres dexemos nin piense alguno servir dos senores,non non limitar ano mes nin semana nin dia hora punto sea tal engano lexos nos e fuyga toda via cuando dudamos nuestro dano grand baylessa nuestra baylia corta tela humanal pano non suenan trompas nin nos desafia pues non sirvamos quien non debemos nin servida mil servidores naturaleza si bien entendemos poca farta nin procura honores jove sirva e ceres dexemos nin piense alguno servir dos senores
579,Al gran poeta de España Juan Pérez de Montalbán,Francisco del Valle,15-17,del sol ocupa zona indeficiente aquel monte del alma esclarecido que si de flores fue centro lucido ya de rayos ecliptica es luciente cultos matices ostento elocuente en ingeniosas flores esparcido mas ya en gloriosos rayos convertido mira el ornato de su docta fuente un rayo a cada flor le sustituye donde se ve su gloria mas crecida al paso que su fin triste se advierte pues el cielo a su honor le constituye por la breve fragancia de su vida eternos esplendores en su muerte,sol ocupa zona indeficiente aquel monte alma esclarecido si flores centro lucido ya rayos ecliptica luciente cultos matices ostento elocuente ingeniosas flores esparcido ya gloriosos rayos convertido mira ornato docta fuente rayo cada flor le sustituye donde ve gloria crecida paso fin triste advierte pues cielo honor le constituye breve fragancia vida eternos esplendores muerte
580,- XXVIII -,Marqués de Santillana,15-17,si la vida viviese de noe e si de la vejez todas senales concurriesen en mi non cessare de vos servir leal mas que leales ca partirme de vos o de la fe ambas dos cosas juzgo ser iguales por vuestro vivo por vuestro morre vuestro soy todo e mios mis males la saturnina pereza acabado habria su curso tardinoso o las dos partes de la su jornada desque vos amo e si soy amado vos lo sabedes despues el reposo de mi triste yazija congoxada,si vida viviese noe e si vejez todas senales concurriesen mi non cessare vos servir leal leales ca partirme vos fe ambas dos cosas juzgo ser iguales vuestro vivo vuestro morre vuestro soy todo e mios mis males saturnina pereza acabado habria curso tardinoso dos partes jornada desque vos amo e si soy amado vos sabedes despues reposo mi triste yazija congoxada
581,- XXVII -,Marqués de Santillana,15-17,cuentan que esforaba thimoteo a los estrenuos e magnos varones e los movia con viril desseo con agros sones e fieras canciones a la batalla e del mismo leo los retornaba con modulaciones e dulce carmen d aquel tal meneo e reposaba los sus coracones assi el animo mio se altivece se jacta e loa porque vos amo cuando yo veo tanta fermosura mas luego pronpto e presto s entristece e se maldize porque lo assayo vista vuestra crueza cuanto dura,cuentan esforaba thimoteo estrenuos e magnos varones e movia viril desseo agros sones e fieras canciones batalla e mismo leo retornaba modulaciones e dulce carmen d aquel tal meneo e reposaba coracones assi animo mio altivece jacta e loa porque vos amo cuando yo veo tanta fermosura luego pronpto e presto s entristece e maldize porque assayo vista vuestra crueza cuanto dura
582,- XXI -,Marqués de Santillana,15-17,en el prospero tiempo las serenas planen e lloran recelando el mal en el adverso ledas cantinelas cantan e atienden al buen temporal mas que sera de mi que las mis penas cuitas trabajos e largor mortal jamas alternan ni son punto ajenas sea destino o curso fatal mas emprentadas el animo mio las tiene como piedra la figura fixas estables sin algun reposo el cuerdo acuerda mas non el sandio la muerte veo e non me do cura tal es la llaga del dardo amoroso,prospero tiempo serenas planen e lloran recelando mal adverso ledas cantinelas cantan e atienden buen temporal sera mi mis penas cuitas trabajos e largor mortal jamas alternan ni son punto ajenas sea destino curso fatal emprentadas animo mio tiene como piedra figura fixas estables algun reposo cuerdo acuerda non sandio muerte veo e non me do cura tal llaga dardo amoroso
583,A la muerte de Lope de Vega,Sebastián Rodríguez de Villaviciosa,15-17,ya sepultado en su memoria yace quien tanto prefirio su misma gloria diganlo su esplendor y su victoria nobles cenizas en quien hoy renace el eje helado su opinion abrace y en el orbe su fama sea notoria de capitulos sirvan a su historia las que estrelladas hojas tauro pace que se atreva a contar la parca horrible la cerviz que la tierra tiene absorta despecho fue cruel pero posible que corte y que ejecute nada importa mas pensar que ella vence es increible pues lope triunfa de lo que ella corta,ya sepultado memoria yace quien tanto prefirio misma gloria diganlo esplendor victoria nobles cenizas quien hoy renace eje helado opinion abrace orbe fama sea notoria capitulos sirvan historia estrelladas hojas tauro pace atreva contar parca horrible cerviz tierra tiene absorta despecho cruel posible corte ejecute nada importa pensar ella vence increible pues lope triunfa ella corta
584,- XV -,Marqués de Santillana,15-17,el tiempo es vuestro e si d el usades commo conviene non se fara poco non llamo sabio mas a mi ver loco quien lo impediere ca si lo mirades los picos andan pues si non velades la tierra es muelle e la entrada presta sentir la mina que pro tiene o presta nin ver el dano si non reparades ca si bien miro yo veo a sinon magra la cara desnudo e fambriento e noto el modo de su narracion e veo a ulises varon fraudulento pues oid y creer a lychaon ca chica cifra desfaze grand cuento,tiempo vuestro e si d usades commo conviene non fara poco non llamo sabio mi ver loco quien impediere ca si mirades picos andan pues si non velades tierra muelle e entrada presta sentir mina pro tiene presta nin ver dano si non reparades ca si bien miro yo veo sinon magra cara desnudo e fambriento e noto modo narracion e veo ulises varon fraudulento pues oid creer lychaon ca chica cifra desfaze grand cuento
